race_id,district_id,year,total_votes,winner_name,winner_party,winner_CAND_ICI,runner_up_name,runner_up_party,runner_up_CAND_ICI,margin_of_victory,spending_winner,spending_runner_up,pvi,NHE
RI_1_2016,RI_1,2016,202371,DAVID N CICILLINE,Democrat,I,HAROLD RUSSELL TAUB,Republican,C,29.41,913194.34,100816.58,-15.0,1.1
RI_1_2018,RI_1,2018,174083,DAVID N CICILLINE,Democrat,I,PATRICK J DONOVAN,Republican,,33.62,1630964.09,,-16.0,-8.6
RI_1_2020,RI_1,2020,223860,DAVID N CICILLINE,Democrat,I,FREDERICK WYSOCKI,Other,C,54.99,1755649.21,13398.25,-16.0,-3.1
RI_2_2010,RI_2,2010,174670,JAMES R LANGEVIN,Democrat,I,MARK S ZACCARIA,Republican,C,28.07,1113747.54,186281.03,-9.0,6.8
RI_2_2012,RI_2,2012,222660,JAMES R LANGEVIN,Democrat,I,MICHAEL G RILEY,Republican,C,20.6,1131247.74,999138.46,-8.0,-1.1
RI_2_2014,RI_2,2014,169904,JAMES R LANGEVIN,Democrat,I,RHUE R REIS,Republican,C,24.64,811117.49,13547.98,-8.0,5.7
RI_2_2016,RI_2,2016,229148,JAMES R LANGEVIN,Democrat,I,RHUE R REIS,Republican,C,27.41,989612.96,2834.26,-8.0,1.1
RI_2_2018,RI_2,2018,199197,JAMES R LANGEVIN,Democrat,I,SALVATORE G CAIOZZO,Republican,C,27.21,767826.25,3525.33,-6.0,-8.6
RI_2_2020,RI_2,2020,264557,JAMES R LANGEVIN,Democrat,I,ROBERT B LANCIA,Republican,C,16.7,1428507.99,49076.66,-6.0,-3.1
SC_1_2010,SC_1,2010,233695,TIM SCOTT,Republican,O,BEN FRASIER,Democrat,O,36.69,1136730.0,17908.0,10.0,6.8
SC_1_2012,SC_1,2012,290013,TIM SCOTT,Republican,I,BOBBIE G ROSE,Democrat,C,26.33,1363197.4,156910.81,11.0,-1.1
SC_1_2016,SC_1,2016,325170,MARK SANFORD,Republican,I,DIMITRI CHERNY,Democrat,C,21.72,165469.81,26238.77,11.0,1.1
SC_1_2018,SC_1,2018,287433,JOE CUNNINGHAM,Democrat,I,KATIE ARRINGTON,Republican,C,1.39,2410274.65,1674899.95,10.0,-8.6
SC_1_2020,SC_1,2020,427111,NANCY MACE,Republican,C,JOE CUNNINGHAM,Democrat,I,1.27,5813666.36,7138095.12,10.0,-3.1
SC_2_2010,SC_2,2010,259672,JOE WILSON,Republican,I,ROB MILLER,Democrat,C,9.72,4765082.96,3139638.75,9.0,6.8
SC_2_2014,SC_2,2014,194808,JOE WILSON,Republican,I,PHIL BLACK,Democrat,,27.17,964753.76,,16.0,5.7
SC_2_2016,SC_2,2016,304996,JOE WILSON,Republican,I,ARIK BJORN,Democrat,C,24.36,744980.15,69903.87,16.0,1.1
SC_2_2018,SC_2,2018,257139,JOE WILSON,Republican,I,SEAN CARRIGAN,Democrat,C,13.78,1747837.39,164293.52,12.0,-8.6
SC_2_2020,SC_2,2020,364215,JOE WILSON,Republican,I,ADAIR FORD BOROUGHS,Democrat,C,13.07,1762180.03,2535073.49,12.0,-3.1
SC_3_2010,SC_3,2010,202108,JEFF DUNCAN,Republican,O,JANE BALLARD DYER,Democrat,O,26.29,903942.95,272559.63,17.0,6.8
SC_3_2012,SC_3,2012,254763,JEFF DUNCAN,Republican,I,BRIAN RYAN B DOYLE,Democrat,C,33.28,598246.51,17965.0,16.0,-1.1
SC_3_2014,SC_3,2014,164009,JEFF DUNCAN,Republican,I,BARBARA JO MULLIS,Democrat,C,42.41,582705.41,19574.47,18.0,5.7
SC_3_2016,SC_3,2016,269540,JEFF DUNCAN,Republican,I,HOSEA CLEVELAND,Democrat,C,45.78,715207.8,9166.0,18.0,1.1
SC_3_2018,SC_3,2018,226204,JEFF DUNCAN,Republican,I,MARY GEREN,Democrat,C,36.82,714380.38,308127.66,19.0,-8.6
SC_3_2020,SC_3,2020,333564,JEFF DUNCAN,Republican,I,HOSEA CLEVELAND,Democrat,C,42.52,1289577.88,45106.65,19.0,-3.1
SC_4_2010,SC_4,2010,216838,TREY GOWDY,Republican,I,PAUL CORDEN,Democrat,C,34.66,867204.51,17854.92,15.0,6.8
SC_4_2012,SC_4,2012,266884,TREY GOWDY,Republican,I,DEB MORROW,Democrat,C,31.19,533277.97,200.0,15.0,-1.1
SC_4_2014,SC_4,2014,149049,TREY GOWDY,Republican,I,CURTIS E MCLAUGHLIN,Other,,70.1,588778.48,,15.0,5.7
SC_4_2016,SC_4,2016,295670,TREY GOWDY,Republican,I,CHRIS FEDALEI,Democrat,C,36.18,1588411.29,100011.58,15.0,1.1
SC_4_2018,SC_4,2018,243950,WILLIAM TIMMONS,Republican,O,BRANDON P BROWN,Democrat,O,23.01,1814017.85,72311.39,15.0,-8.6
SC_4_2020,SC_4,2020,360550,WILLIAM R TIMMONS IV,Republican,I,KIM NELSON,Democrat,C,24.71,1368033.07,168543.26,15.0,-3.1
SC_5_2010,SC_5,2010,228286,MICK MULVANEY,Republican,C,JOHN M SPRATT JR,Democrat,I,10.31,1510413.93,2497632.67,7.0,6.8
SC_5_2012,SC_5,2012,278003,MICK MULVANEY,Republican,I,JOYCE KNOTT,Democrat,C,11.11,763829.67,32718.83,9.0,-1.1
SC_5_2014,SC_5,2014,175145,MICK MULVANEY,Republican,I,TOM ADAMS,Democrat,C,17.75,1136134.23,51446.36,9.0,5.7
SC_5_2016,SC_5,2016,273006,MICK MULVANEY,Republican,I,FRAN PERSON,Democrat,C,20.47,1317527.76,700295.05,9.0,1.1
SC_5_2018,SC_5,2018,248579,RALPH W NORMAN,Republican,I,ARCHIE PARNELL,Democrat,C,15.54,2000692.16,2027264.18,9.0,-8.6
SC_5_2020,SC_5,2020,366258,RALPH NORMAN,Republican,I,MOE BROWN,Democrat,C,20.21,910151.33,484305.45,9.0,-3.1
SC_6_2010,SC_6,2010,199590,JAMES E CLYBURN,Democrat,I,JIM PRATT,Republican,,26.45,3695459.87,,-12.0,6.8
SC_6_2012,SC_6,2012,233615,JAMES E CLYBURN,Democrat,I,NAMMU Y MUHAMMAD,Other,,88.09,2231592.6,,-18.0,-1.1
SC_6_2014,SC_6,2014,173432,JAMES E CLYBURN,Democrat,I,ANTHONY CULLER,Republican,,46.96,2245400.3,,-21.0,5.7
SC_6_2016,SC_6,2016,253901,JAMES E CLYBURN,Democrat,I,LAURA STERLING,Republican,,42.48,2172615.0,,-21.0,1.1
SC_6_2018,SC_6,2018,206433,JAMES E JIM CLYBURN,Democrat,I,GERHARD R GRESSMANN,Republican,C,41.89,2004772.84,1666.28,-19.0,-8.6
SC_6_2020,SC_6,2020,289653,JAMES E CLYBURN,Democrat,I,JOHN MCCOLLUM,Republican,,37.36,2372934.32,,-19.0,-3.1
SC_7_2012,SC_7,2012,275738,TOM RICE,Republican,I,GLORIA BROMELL TINUBU,Democrat,C,11.13,1367012.5,637043.15,7.0,-1.1
SC_7_2014,SC_7,2014,171524,TOM RICE,Republican,I,GLORIA BROMELL-TINUBU,Democrat,C,19.97,876373.93,238051.99,7.0,5.7
SC_7_2016,SC_7,2016,289463,TOM RICE,Republican,I,MAL HYMAN,Democrat,C,22.01,966223.53,95568.25,7.0,1.1
SC_7_2018,SC_7,2018,239554,TOM RICE,Republican,I,ROBERT WILLIAMS,Democrat,C,19.25,1134451.26,26667.29,9.0,-8.6
SC_7_2020,SC_7,2020,364091,TOM RICE,Republican,I,MELISSA WARD WATSON,Democrat,C,23.66,1252457.81,150747.75,9.0,-3.1
SD_0_2010,SD_0,2010,319426,KRISTI NOEM,Republican,C,STEPHANIE HERSETH SANDLIN,Democrat,I,2.23,2284547.93,2180568.95,9.0,6.8
SD_0_2012,SD_0,2012,361429,KRISTI L NOEM,Republican,I,MATT VARILEK,Democrat,C,14.9,2688179.83,979601.37,9.0,-1.1
SD_0_2014,SD_0,2014,276319,KRISTI L NOEM,Republican,I,CORINNA ROBINSON,Democrat,C,33.06,1684068.7,175102.02,10.0,5.7
SD_0_2016,SD_0,2016,369973,KRISTI L NOEM,Republican,I,PAULA HAWKS,Democrat,C,28.21,3071850.33,402432.86,10.0,1.1
SD_0_2018,SD_0,2018,335471,"DUSTIN ""DUSTY"" JOHNSON",Republican,O,TIM BJORKMAN,Democrat,O,24.33,1715846.62,872439.02,14.0,-8.6
SD_0_2020,SD_0,2020,397732,DUSTY JOHNSON,Republican,I,"RANDY ""URIAH"" LUALLIN",Other,,61.91,700356.1,,14.0,-3.1
TN_1_2010,TN_1,2010,152161,DAVID P ROE,Republican,I,MICHAEL EDWARD CLARK,Democrat,,63.72,346588.62,,21.0,6.8
TN_1_2012,TN_1,2012,239672,DAVID P ROE,Republican,I,ALAN WOODRUFF,Democrat,C,56.16,575316.38,23156.33,21.0,-1.1
TN_1_2014,TN_1,2014,139470,DAVID P ROE,Republican,I,ROBERT D FRANKLIN,Other,,75.73,532408.94,,25.0,5.7
TN_1_2016,TN_1,2016,253025,DAVID P ROE,Republican,I,ALAN BOHMS,Democrat,,62.95,309828.08,,25.0,1.1
TN_1_2018,TN_1,2018,224282,PHIL ROE,Republican,I,MARTY OLSEN,Democrat,C,56.04,,163213.41,28.0,-8.6
TN_1_2020,TN_1,2020,305423,DIANA HARSHBARGER,Republican,O,BLAIR WALSINGHAM,Democrat,O,52.24,1870825.67,177548.0,28.0,-3.1
TN_2_2010,TN_2,2010,173380,JOHN J DUNCAN JR,Republican,I,DAVE HANCOCK,Democrat,,67.13,635487.7,,16.0,6.8
TN_2_2012,TN_2,2012,264505,JOHN J DUNCAN JR,Republican,I,TROY CHRISTOPHER GOODALE,Democrat,C,53.83,548500.62,17066.0,16.0,-1.1
TN_2_2014,TN_2,2014,166751,JOHN J DUNCAN JR,Republican,I,BOB SCOTT,Democrat,,49.94,992996.8,,20.0,5.7
TN_2_2016,TN_2,2016,280856,JOHN J DUNCAN JR,Republican,I,STUART STARR,Democrat,,51.29,509943.24,,20.0,1.1
TN_2_2018,TN_2,2018,262134,TIM BURCHETT,Republican,O,RENEE HOYOS,Democrat,O,32.88,958168.08,347366.36,20.0,-8.6
TN_2_2020,TN_2,2020,353197,TIM BURCHETT,Republican,I,RENEE HOYOS,Democrat,C,36.59,889218.07,819397.3,20.0,-3.1
TN_3_2010,TN_3,2010,162056,CHUCK FLEISCHMANN,Republican,O,JOHN WOLFE,Democrat,,28.78,1378924.26,,13.0,6.8
TN_3_2012,TN_3,2012,256909,"CHARLES J ""CHUCK"" FLEISCHMANN",Republican,I,MARY M HEADRICK,Democrat,C,25.98,1421672.21,116622.71,12.0,-1.1
TN_3_2014,TN_3,2014,156097,"CHARLES J ""CHUCK"" FLEISCHMANN",Republican,I,MARY M HEADRICK,Democrat,C,27.78,1559068.12,153245.59,16.0,5.7
TN_3_2016,TN_3,2016,266006,"CHARLES J ""CHUCK"" FLEISCHMANN",Republican,I,MELODY SHEKARI,Democrat,C,37.55,1151336.93,100120.43,16.0,1.1
TN_3_2018,TN_3,2018,245765,CHUCK FLEISCHMANN,Republican,I,DANIELLE MITCHELL,Democrat,C,29.21,601495.93,284785.18,18.0,-8.6
TN_3_2020,TN_3,2020,320299,"CHARLES J ""CHUCK"" FLEISCHMANN",Republican,I,MEG GORMAN,Democrat,C,36.8,387211.2,78581.05,18.0,-3.1
TN_4_2010,TN_4,2010,182191,SCOTT DESJARLAIS,Republican,C,LINCOLN DAVIS,Democrat,I,18.51,957680.19,1411745.99,13.0,6.8
TN_4_2012,TN_4,2012,230590,SCOTT DESJARLAIS,Republican,I,ERIC STEWART,Democrat,C,11.51,1266553.7,700575.49,13.0,-1.1
TN_4_2014,TN_4,2014,145418,SCOTT DES JARLAIS,Republican,I,LENDRA SHERRELL,Democrat,C,23.01,643369.09,1051656.59,18.0,5.7
TN_4_2016,TN_4,2016,254937,SCOTT DESJARLAIS,Republican,I,STEVEN REYNOLDS,Democrat,C,30.07,541926.97,57683.62,18.0,1.1
TN_4_2018,TN_4,2018,232451,SCOTT DESJARLAIS,Republican,I,MARIAH PHILLIPS,Democrat,C,29.79,271735.43,578769.82,20.0,-8.6
TN_4_2020,TN_4,2020,335710,SCOTT DESJARLAIS,Republican,I,CHRISTOPHER J HALE,Democrat,C,33.33,393313.56,310020.83,20.0,-3.1
TN_5_2010,TN_5,2010,176362,JIM COOPER,Democrat,I,DAVID HALL,Republican,C,14.15,1173954.98,355279.14,-3.0,6.8
TN_5_2012,TN_5,2012,263095,JIM COOPER,Democrat,I,BRAD STAATS,Republican,C,32.45,664008.33,80380.79,-5.0,-1.1
TN_5_2014,TN_5,2014,154276,JIM COOPER,Democrat,I,BOB RIES,Republican,C,26.62,600091.39,83720.79,-5.0,5.7
TN_5_2016,TN_5,2016,273544,JIM COOPER,Democrat,I,STACY RIES SNYDER,Republican,C,25.11,633841.14,90818.51,-5.0,1.1
TN_5_2018,TN_5,2018,262248,JIM COOPER,Democrat,I,JODY M BALL,Republican,C,35.69,767123.33,0.0,-7.0,-8.6
TN_5_2020,TN_5,2020,252169,JIM COOPER,Democrat,I,NATISHA BROOKS,Other,,99.99,1335308.99,,-7.0,-3.1
TN_6_2010,TN_6,2010,191084,DIANE BLACK,Republican,O,BRETT CARTER,Democrat,O,37.87,2328657.7,204331.85,13.0,6.8
TN_6_2012,TN_6,2012,241241,DIANE BLACK,Republican,I,SCOTT BEASLEY,Other,,62.02,3227137.88,,15.0,-1.1
TN_6_2014,TN_6,2014,162097,DIANE BLACK,Republican,I,AMOS SCOTT POWERS,Democrat,,48.12,587242.87,,21.0,5.7
TN_6_2016,TN_6,2016,284490,DIANE BLACK,Republican,I,DAVID W KENT,Democrat,C,49.29,2819757.52,6101.94,21.0,1.1
TN_6_2018,TN_6,2018,248740,JOHN ROSE,Republican,O,DAWN BARLOW,Democrat,O,41.18,5212189.78,43317.14,24.0,-8.6
TN_6_2020,TN_6,2020,349578,JOHN W ROSE,Republican,I,CHRISTOPHER MARTIN FINLEY,Democrat,,49.69,1158244.39,,24.0,-3.1
TN_7_2010,TN_7,2010,219583,MARSHA BLACKBURN,Republican,I,GREG RABIDOUX,Democrat,C,47.62,1054615.97,62525.61,18.0,6.8
TN_7_2012,TN_7,2012,257306,MARSHA BLACKBURN,Republican,I,CREDO AMOUZOUVIK,Democrat,,47.05,1408632.56,,13.0,-1.1
TN_7_2014,TN_7,2014,157907,MARSHA BLACKBURN,Republican,I,DANIEL CRAMER,Democrat,,43.22,1444428.87,,18.0,5.7
TN_7_2016,TN_7,2016,277513,MARSHA BLACKBURN,Republican,I,THARON CHANDLER,Democrat,,48.71,1550219.15,,18.0,1.1
TN_7_2018,TN_7,2018,254384,MARK E GREEN,Republican,O,JUSTIN KANEW,Democrat,O,34.75,2445092.89,491053.76,20.0,-8.6
TN_7_2020,TN_7,2020,350635,MARK E GREEN,Republican,I,KIRAN SREEPADA,Democrat,C,42.59,1025486.67,207190.98,20.0,-3.1
TN_8_2010,TN_8,2010,167405,STEPHEN LEE FINCHER,Republican,O,ROY HERRON,Democrat,O,20.19,2865001.97,2569501.68,6.0,6.8
TN_8_2012,TN_8,2012,279422,STEPHEN LEE FINCHER,Republican,I,TIMOTHY D DIXON,Democrat,C,39.88,911702.99,26673.15,15.0,-1.1
TN_8_2014,TN_8,2014,172595,STEPHEN LEE FINCHER,Republican,I,WES BRADLEY,Democrat,C,46.25,629223.24,84.0,19.0,5.7
TN_8_2016,TN_8,2016,282733,DAVID KUSTOFF,Republican,O,RICKEY HOBSON,Democrat,,43.67,1284633.77,,19.0,1.1
TN_8_2018,TN_8,2018,248345,DAVID KUSTOFF,Republican,I,ERIKA STOTTS PEARSON,Democrat,C,37.56,1835725.94,8093.54,19.0,-8.6
TN_8_2020,TN_8,2020,331853,DAVID KUSTOFF,Republican,I,ERIKA STOTTS PEARSON,Democrat,C,38.97,1076429.64,16085.01,19.0,-3.1
TN_9_2010,TN_9,2010,134907,STEVE COHEN,Democrat,I,CHARLOTTE BERGMANN,Republican,C,48.88,843235.82,217428.1,-23.0,6.8
TN_9_2012,TN_9,2012,250987,STEVE COHEN,Democrat,I,GEORGE S FLINN JR,Republican,C,51.27,820326.73,1568657.35,-22.0,-1.1
TN_9_2014,TN_9,2014,116550,STEVE COHEN,Democrat,I,CHARLOTTE BERGMANN,Republican,C,51.65,915467.02,53276.0,-25.0,5.7
TN_9_2016,TN_9,2016,217957,STEVE COHEN,Democrat,I,WAYNE ALBERSON,Republican,,59.88,291800.44,,-25.0,1.1
TN_9_2018,TN_9,2018,181476,STEVE COHEN,Democrat,I,CHARLOTTE BERGMANN,Republican,,60.75,408226.66,,-28.0,-8.6
TN_9_2020,TN_9,2020,242880,STEVE COHEN,Democrat,I,CHARLOTTE BERGMANN,Republican,,57.27,458671.14,,-28.0,-3.1
TX_10_2010,TX_10,2010,224171,MICHAEL T MCCAUL,Republican,I,TED ANKRUM,Democrat,C,31.62,2137670.17,20140.89,10.0,6.8
TX_10_2012,TX_10,2012,264019,MICHAEL T MCCAUL,Republican,I,TAWANA W CADIEN,Democrat,C,24.27,1325667.29,51855.41,11.0,-1.1
TX_10_2014,TX_10,2014,176460,MICHAEL T MCCAUL,Republican,I,TAWANA WALTER-CADIEN,Democrat,C,28.04,1599939.21,10500.62,11.0,5.7
TX_10_2016,TX_10,2016,312600,MICHAEL T MCCAUL,Republican,I,TAWANA W CADIEN,Democrat,C,18.89,1730835.84,7186.34,11.0,1.1
TX_10_2018,TX_10,2018,307827,MICHAEL T MCCAUL,Republican,I,MIKE SIEGEL,Democrat,C,4.27,1870327.23,485681.52,9.0,-8.6
TX_10_2020,TX_10,2020,413894,MICHAEL T MCCAUL,Republican,I,MIKE SIEGEL,Democrat,C,7.13,3927931.12,2932841.7,9.0,-3.1
TX_11_2010,TX_11,2010,155340,K MICHAEL CONAWAY,Republican,I,JAMES QUILLIAN,Democrat,C,65.4,1153195.9,14928.75,28.0,6.8
TX_11_2012,TX_11,2012,226023,K MICHAEL CONAWAY,Republican,I,JIM RILEY,Democrat,,60.07,1206227.65,,29.0,-1.1
TX_11_2014,TX_11,2014,119574,K MICHAEL CONAWAY,Republican,I,RYAN T LANGE,Other,,80.54,1560656.96,,31.0,5.7
TX_11_2016,TX_11,2016,225548,K MICHAEL CONAWAY,Republican,I,NICHOLAS LANDHOLT,Other,,79.0,1630310.55,,31.0,1.1
TX_11_2018,TX_11,2018,220377,MIKE CONAWAY,Republican,,JENNIE LOU LEEDER,Democrat,,61.7,,,32.0,-8.6
TX_11_2020,TX_11,2020,291773,AUGUST PFLUGER,Republican,O,JON MARK HOGG,Democrat,O,61.41,2004399.77,135733.05,32.0,-3.1
TX_12_2010,TX_12,2010,152917,KAY GRANGER,Republican,I,TRACEY SMITH,Democrat,C,46.72,1388017.3,7445.0,16.0,6.8
TX_12_2012,TX_12,2012,247712,KAY GRANGER,Republican,I,DAVE ROBINSON,Democrat,C,44.23,1369512.32,10784.0,17.0,-1.1
TX_12_2014,TX_12,2014,158730,KAY GRANGER,Republican,I,MARK GREENE,Democrat,C,45.0,1317818.11,80203.96,19.0,5.7
TX_12_2016,TX_12,2016,283115,KAY GRANGER,Republican,I,BILL BRADSHAW,Democrat,,42.55,1088164.59,,19.0,1.1
TX_12_2018,TX_12,2018,268491,KAY GRANGER,Republican,I,VANESSA ADIA,Democrat,C,30.38,2104526.65,198453.18,18.0,-8.6
TX_12_2020,TX_12,2020,367021,KAY GRANGER,Republican,I,LISA WELCH,Democrat,C,30.68,3358466.3,122387.97,18.0,-3.1
TX_13_2010,TX_13,2010,130043,MAC THORNBERRY,Republican,I,KEITH DYER,Other,,78.44,792833.49,,29.0,6.8
TX_13_2012,TX_13,2012,206388,MAC THORNBERRY,Republican,I,JOHN ROBERT DEEK,Other,,84.83,870521.11,,29.0,-1.1
TX_13_2014,TX_13,2014,131451,MAC THORNBERRY,Republican,I,MIKE MINTER,Democrat,,71.52,1693676.89,,32.0,5.7
TX_13_2016,TX_13,2016,221242,MAC THORNBERRY,Republican,I,CALVIN DEWEESE,Other,,83.31,1698238.18,,32.0,1.1
TX_13_2018,TX_13,2018,207285,MAC THORNBERRY,Republican,I,GREG SAGAN,Democrat,C,64.62,1419932.49,46655.41,33.0,-8.6
TX_13_2020,TX_13,2020,273508,RONNY JACKSON,Republican,O,GUS TRUJILLO,Democrat,O,60.93,1764055.19,18820.36,33.0,-3.1
TX_14_2010,TX_14,2010,185054,RON PAUL,Republican,I,ROBERT PRUETT,Democrat,C,51.98,1630754.38,28007.56,18.0,6.8
TX_14_2012,TX_14,2012,245839,RANDY WEBER,Republican,O,NICK LAMPSON,Democrat,O,8.85,1371325.98,1175039.0,8.0,-1.1
TX_14_2014,TX_14,2014,145698,RANDY K WEBER SR,Republican,I,DONALD G BROWN,Democrat,C,25.79,595588.25,33517.49,12.0,5.7
TX_14_2016,TX_14,2016,259685,RANDY K WEBER SR,Republican,I,MICHAEL COLE,Democrat,,23.71,533946.67,,12.0,1.1
TX_14_2018,TX_14,2018,234528,RANDY WEBER,Republican,I,ADRIENNE BELL,Democrat,C,19.93,714799.52,206526.16,12.0,-8.6
TX_14_2020,TX_14,2020,309115,RANDY K WEBER SR,Republican,I,ADRIENNE BELL,Democrat,C,23.28,929316.83,245174.73,12.0,-3.1
TX_15_2010,TX_15,2010,96080,RUBEN HINOJOSA,Democrat,I,EDDIE ZAMORA,Republican,C,14.14,622520.74,83938.88,-3.0,6.8
TX_15_2012,TX_15,2012,146661,RUBEN HINOJOSA,Democrat,I,DALE A BRUEGGEMANN,Republican,C,24.03,849921.29,31991.0,-1.0,-1.1
TX_15_2014,TX_15,2014,90184,RUBEN HINOJOSA,Democrat,I,EDDIE ZAMORA,Republican,C,10.75,466828.16,129149.66,-5.0,5.7
TX_15_2016,TX_15,2016,177479,VICENTE GONZALEZ,Democrat,O,TIM WESTLEY,Republican,O,19.63,2305694.4,17069.56,-5.0,1.1
TX_15_2018,TX_15,2018,164802,VICENTE GONZALEZ,Democrat,I,TIM WESTLEY,Republican,C,20.92,411506.69,22942.0,-7.0,-8.6
TX_15_2020,TX_15,2020,228917,VICENTE GONZALEZ,Democrat,I,MONICA DE LA CRUZ-HERNANDEZ,Republican,C,2.88,907999.77,416551.57,-7.0,-3.1
TX_16_2010,TX_16,2010,84892,SILVESTRE REYES,Democrat,I,TIM BESCO,Republican,C,21.5,1040965.88,22856.15,-10.0,6.8
TX_16_2012,TX_16,2012,155005,BETO O'ROURKE,Democrat,I,BARBARA CARRASCO,Republican,C,32.49,618525.63,132574.5,-9.0,-1.1
TX_16_2014,TX_16,2014,73105,BETO O'ROURKE,Democrat,I,COREY ROEN,Republican,,38.32,409513.03,,-12.0,5.7
TX_16_2016,TX_16,2016,175229,BETO O'ROURKE,Democrat,I,JAIME O PEREZ,Other,,75.75,353785.19,,-12.0,1.1
TX_16_2018,TX_16,2018,181754,VERONICA ESCOBAR,Democrat,O,RICK SEEBERGER,Republican,O,41.44,1208479.57,49210.07,-17.0,-8.6
TX_16_2020,TX_16,2020,238114,VERONICA ESCOBAR,Democrat,I,IRENE ARMENDARIZ-JACKSON,Republican,C,29.44,1089249.97,156171.0,-17.0,-3.1
TX_17_2010,TX_17,2010,172642,BILL FLORES,Republican,C,CHET EDWARDS,Democrat,I,25.23,3389497.38,3841632.24,20.0,6.8
TX_17_2012,TX_17,2012,179262,BILL FLORES,Republican,I,BEN EASTON,Other,,59.86,1441344.75,,12.0,-1.1
TX_17_2014,TX_17,2014,132865,BILL FLORES,Republican,I,NICK HAYNES,Democrat,,32.18,1437622.76,,13.0,5.7
TX_17_2016,TX_17,2016,245728,BILL FLORES,Republican,I,WILLIAM MATTA,Democrat,C,25.56,1740364.13,47063.07,13.0,1.1
TX_17_2018,TX_17,2018,237351,BILL FLORES,Republican,I,RICK KENNEDY,Democrat,C,15.49,1357282.32,130830.84,12.0,-8.6
TX_17_2020,TX_17,2020,306873,PETE SESSIONS,Republican,O,RICK KENNEDY,Democrat,O,14.93,1696588.07,218253.3,12.0,-3.1
TX_18_2010,TX_18,2010,121321,SHEILA JACKSON LEE,Democrat,I,JOHN FAULK,Republican,C,42.9,1130370.69,262544.13,-24.0,6.8
TX_18_2012,TX_18,2012,194932,SHEILA JACKSON LEE,Democrat,I,SEAN SEIBERT,Republican,C,52.43,554810.24,133012.83,-22.0,-1.1
TX_18_2014,TX_18,2014,106010,SHEILA JACKSON LEE,Democrat,I,SEAN SEIBERT,Republican,C,47.02,384140.12,7668.99,-24.0,5.7
TX_18_2016,TX_18,2016,204308,SHEILA JACKSON LEE,Democrat,I,LORI BARTLEY,Republican,C,49.85,579702.28,37309.1,-24.0,1.1
TX_18_2018,TX_18,2018,184332,SHEILA JACKSON LEE,Democrat,I,AVA REYNERO PATE,Republican,C,54.43,767512.22,10287.27,-27.0,-8.6
TX_18_2020,TX_18,2020,246895,SHEILA JACKSON LEE,Democrat,I,WENDELL CHAMPION,Republican,C,49.79,874961.29,274172.2,-27.0,-3.1
TX_19_2010,TX_19,2010,136358,RANDY NEUGEBAUER,Republican,I,ANDY WILSON,Democrat,C,58.72,974051.83,42097.13,26.0,6.8
TX_19_2012,TX_19,2012,192063,RANDY NEUGEBAUER,Republican,I,"RICHARD ""CHIP"" PETERSON",Other,,69.98,1319609.09,,26.0,-1.1
TX_19_2014,TX_19,2014,116818,RANDY NEUGEBAUER,Republican,I,NEAL MARCHBANKS,Democrat,C,58.81,1885967.26,58682.45,26.0,5.7
TX_19_2016,TX_19,2016,203475,JODEY ARRINGTON,Republican,O,TROY BONAR,Other,,78.11,1336784.41,,26.0,1.1
TX_19_2018,TX_19,2018,201985,JODEY ARRINGTON,Republican,I,MIGUEL LEVARIO,Democrat,C,50.45,1090282.95,103195.04,27.0,-8.6
TX_19_2020,TX_19,2020,265052,JODEY C ARRINGTON,Republican,I,TOM WATSON,Democrat,C,51.92,1970964.11,60805.62,27.0,-3.1
TX_1_2010,TX_1,2010,144209,LOUIE GOHMERT,Republican,I,CHARLES F PARKES III,Other,,79.46,877586.99,,21.0,6.8
TX_1_2012,TX_1,2012,249658,LOUIE GOHMERT,Republican,I,SHIRLEY J MCKELLAR,Democrat,C,44.5,759161.55,52774.06,21.0,-1.1
TX_1_2014,TX_1,2014,148560,LOUIE GOHMERT,Republican,I,SHIRLEY J MCKELLAR,Democrat,C,54.93,695707.98,31398.5,24.0,5.7
TX_1_2016,TX_1,2016,260409,LOUIE GOHMERT,Republican,I,SHIRLEY J MCKELLAR,Democrat,C,49.76,893598.65,12557.47,24.0,1.1
TX_1_2018,TX_1,2018,232720,LOUIE GOHMERT,Republican,I,SHIRLEY J MCKELLAR,Democrat,C,45.94,787021.73,47552.69,25.0,-8.6
TX_1_2020,TX_1,2020,302742,LOUIE GOHMERT,Republican,I,HANK GILBERT,Democrat,C,45.16,592388.13,790612.07,25.0,-3.1
TX_20_2010,TX_20,2010,92185,CHARLES A GONZALEZ,Democrat,I,CLAYTON TROTTER,Republican,C,29.17,970471.11,162678.98,-8.0,6.8
TX_20_2012,TX_20,2012,186177,JOAQUIN CASTRO,Democrat,O,DAVID ROSA,Republican,O,30.43,1351968.05,58352.11,-3.0,-1.1
TX_20_2014,TX_20,2014,87964,JOAQUIN CASTRO,Democrat,I,JEFFREY C BLUNT,Other,,51.32,1182967.0,,-6.0,5.7
TX_20_2016,TX_20,2016,187669,JOAQUIN CASTRO,Democrat,I,JEFFREY C BLUNT,Other,,64.25,1337910.86,,-6.0,1.1
TX_20_2018,TX_20,2018,171963,JOAQUIN CASTRO,Democrat,I,JEFFREY BLUNT,Other,,61.71,955292.8,,-10.0,-8.6
TX_20_2020,TX_20,2020,270723,JOAQUIN CASTRO,Democrat,I,MAURO GARZA,Republican,C,31.56,718441.75,240930.37,-10.0,-3.1
